ID,sex,age,region,politica,region_custom,age_gen,z1,z2
20630,Masculino,36,Metropolitana de Santiago,10,Capital City,Millennial,0.6919416,0.35545522
20631,Femenino,28,Metropolitana de Santiago,1,Capital City,Millennial,0.4988212,0.34193602
20632,Masculino,44,Metropolitana de Santiago,4,Capital City,Generation X,0.48228112,0.50435936
20633,Masculino,19,Metropolitana de Santiago,6,Capital City,Generation Z,0.50267863,0.1813978
20634,Femenino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.2880371,0.29442114
20635,Masculino,29,Los Lagos,4,Region,Millennial,0.36236656,0.27697212
20636,Masculino,65,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.43824247,0.3406999
20637,Masculino,37,Tarapacá,10,Region,Millennial,0.6312991,0.1780158
20638,Masculino,30,Araucanía,8,Region,Millennial,0.50141263,0.25098592
20639,Masculino,40,Coquimbo,8,Region,Generation X,0.32945728,0.19883043
20640,Femenino,47,Valparaíso,0,Region,Generation X,0.370994,0.32573646
20641,Masculino,65,Los Ríos,3,Region,Baby Boomer,0.42322952,0.31938046
20642,Femenino,27,Metropolitana de Santiago,7,Capital City,Millennial,0.5877929,0.22638138
20643,Masculino,35,Metropolitana de Santiago,10,Capital City,Millennial,0.35399908,0.327848
20644,Femenino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.3925502,0.2562694
20645,Masculino,20,Metropolitana de Santiago,6,Capital City,Generation Z,0.44353226,0.5622347
20646,Femenino,49,Metropolitana de Santiago,4,Capital City,Generation X,0.37846524,0.2648966
20647,Femenino,24,Metropolitana de Santiago,1,Capital City,Generation Z,0.27308908,0.26653594
20648,Masculino,26,Metropolitana de Santiago,3,Capital City,Millennial,0.63268346,0.2530509
20649,Masculino,50,Metropolitana de Santiago,2,Capital City,Generation X,0.5467002,0.28275385
20650,Masculino,24,Metropolitana de Santiago,6,Capital City,Generation Z,0.33936524,0.3024976
20651,Masculino,43,Metropolitana de Santiago,7,Capital City,Generation X,0.40067497,0.6858771
20652,Masculino,21,Metropolitana de Santiago,9,Capital City,Generation Z,0.8877214,0.15665509
20653,Femenino,52,Antofagasta,3,Region,Baby Boomer,0.35456705,0.31221157
20654,Masculino,30,Valparaíso,2,Region,Millennial,0.35351223,0.30152434
20655,Femenino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.8017152,0.27403045
20656,Masculino,24,Metropolitana de Santiago,2,Capital City,Generation Z,0.3606755,0.43816277
20657,Masculino,21,Biobío,3,Region,Generation Z,0.34003764,0.23420079
20658,Masculino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.8258262,0.43742296
20659,Masculino,42,Ñuble,4,Region,Generation X,0.47867203,0.22855125
20660,Masculino,44,Metropolitana de Santiago,3,Capital City,Generation X,0.46490717,0.21359181
20661,Masculino,37,Metropolitana de Santiago,0,Capital City,Millennial,0.43074942,0.4368241
20662,Femenino,41,Metropolitana de Santiago,0,Capital City,Generation X,0.48185956,0.28502455
20663,Masculino,26,Biobío,2,Region,Millennial,0.18947855,0.45145497
20664,Masculino,59,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.27142307,0.43975216
20665,Masculino,62,Metropolitana de Santiago,9,Capital City,Baby Boomer,0.877938,0.21245195
20666,Femenino,50,Magallanes,3,Region,Generation X,0.34523103,0.28405935
20667,Masculino,36,Metropolitana de Santiago,7,Capital City,Millennial,0.82039464,0.4412792
20668,Masculino,28,Metropolitana de Santiago,1,Capital City,Millennial,0.29708713,0.52354807
20669,Masculino,36,Ñuble,7,Region,Millennial,0.92743635,0.29290867
20670,Masculino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.42496002,0.49614123
20671,Masculino,30,Metropolitana de Santiago,4,Capital City,Millennial,0.44784167,0.26550034
20672,Masculino,48,Antofagasta,4,Region,Generation X,0.6516214,0.30408546
20673,Masculino,24,Biobío,8,Region,Generation Z,0.8334337,0.7081065
20674,Femenino,37,Metropolitana de Santiago,6,Capital City,Millennial,0.57606196,0.2471212
20675,Femenino,58,Metropolitana de Santiago,1,Capital City,Baby Boomer,0.44228396,0.26170132
20676,Masculino,42,Valparaíso,3,Region,Generation X,0.6044335,0.41956672
20677,Femenino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.35713404,0.31580096
20679,Masculino,57,Los Lagos,6,Region,Baby Boomer,0.6625782,0.24921788
20680,Masculino,28,Atacama,3,Region,Millennial,0.33813035,0.60147244
20681,Femenino,60,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.3712712,0.2865091
20682,Masculino,38,Los Lagos,8,Region,Millennial,0.78463507,0.2719345
20683,Masculino,42,Biobío,7,Region,Generation X,0.8491535,0.35948968
20684,Femenino,41,Valparaíso,4,Region,Generation X,0.32059774,0.34090057
20685,Masculino,24,Metropolitana de Santiago,4,Capital City,Generation Z,0.23869023,0.27687934
20686,Masculino,39,Valparaíso,4,Region,Generation X,0.58150285,0.22889605
20687,Masculino,36,Metropolitana de Santiago,2,Capital City,Millennial,0.25871345,0.19725534
20688,Masculino,24,Metropolitana de Santiago,3,Capital City,Generation Z,0.38624972,0.26010633
20689,Masculino,33,Metropolitana de Santiago,4,Capital City,Millennial,0.3886086,0.52661854
20690,Masculino,32,Arica y Parinacota,3,Region,Millennial,0.47020045,0.28785712
20691,Masculino,30,Metropolitana de Santiago,0,Capital City,Millennial,0.45115355,0.32466722
20692,Masculino,39,Metropolitana de Santiago,9,Capital City,Generation X,0.83496606,0.4069715
20693,Femenino,48,Metropolitana de Santiago,8,Capital City,Generation X,0.7330779,0.12351778
20694,Masculino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.31592715,0.28903595
20695,Femenino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.42039946,0.2729769
20696,Masculino,20,Metropolitana de Santiago,8,Capital City,Generation Z,0.6690758,0.20648406
20697,Masculino,48,Ñuble,6,Region,Generation X,0.7458846,0.20791952
20698,Masculino,67,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.820881,0.23718698
20699,Masculino,42,Metropolitana de Santiago,3,Capital City,Generation X,0.27882046,0.2502849
20700,Femenino,28,Coquimbo,0,Region,Millennial,0.30312017,0.28707537
20701,Masculino,54,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.770882,0.29612818
20702,Femenino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.31797725,0.386416
20703,Masculino,42,Metropolitana de Santiago,4,Capital City,Generation X,0.40534848,0.3266752
20704,Masculino,50,Metropolitana de Santiago,3,Capital City,Generation X,0.6260657,0.3033878
20705,Masculino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.55553174,0.26261172
20706,Masculino,66,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.5048129,0.8009997
20707,Masculino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.3009427,0.28032207
20708,Femenino,37,Metropolitana de Santiago,7,Capital City,Millennial,0.76554894,0.29677668
20709,Masculino,30,Los Lagos,0,Region,Millennial,0.31766075,0.2537892
20710,Masculino,40,Metropolitana de Santiago,2,Capital City,Generation X,0.62573594,0.3044712
20711,Masculino,52,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.43896514,0.705571
20712,Masculino,41,Biobío,10,Region,Generation X,0.67482156,0.32979563
20713,Masculino,46,Metropolitana de Santiago,0,Capital City,Generation X,0.38364998,0.22872372
20714,Masculino,49,Araucanía,0,Region,Generation X,0.3034862,0.2515048
20715,Masculino,26,Arica y Parinacota,6,Region,Millennial,0.32293904,0.36237139
20716,Masculino,36,Metropolitana de Santiago,6,Capital City,Millennial,0.48186082,0.30090094
20717,Femenino,47,Biobío,6,Region,Generation X,0.6137819,0.22038051
20718,Femenino,30,Biobío,2,Region,Millennial,0.35165575,0.25596723
20719,Masculino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.21861075,0.2577528
20720,Masculino,30,Metropolitana de Santiago,3,Capital City,Millennial,0.33479142,0.31702572
20721,Femenino,25,Metropolitana de Santiago,0,Capital City,Generation Z,0.39176223,0.22177155
20722,Masculino,75,Atacama,0,Region,Silent Generation,0.5695782,0.30324662
20723,Masculino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.32361698,0.26755956
20724,Femenino,28,Metropolitana de Santiago,7,Capital City,Millennial,0.44147703,0.26983312
20725,Femenino,34,Biobío,2,Region,Millennial,0.2564201,0.6616388
20726,Masculino,37,Metropolitana de Santiago,3,Capital City,Millennial,0.38275325,0.27345803
20727,Masculino,65,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.95499295,0.3314433
20728,Femenino,38,Metropolitana de Santiago,10,Capital City,Millennial,0.664809,0.39463705
20729,Masculino,23,Biobío,4,Region,Generation Z,0.33132267,0.72973007
20730,Masculino,40,Metropolitana de Santiago,7,Capital City,Generation X,0.5535668,0.343441
20731,Masculino,27,Metropolitana de Santiago,7,Capital City,Millennial,0.7880997,0.46825808
20732,Femenino,46,Metropolitana de Santiago,4,Capital City,Generation X,0.55463886,0.41937375
20733,Masculino,43,Metropolitana de Santiago,8,Capital City,Generation X,0.8060278,0.3344632
20734,Masculino,31,Metropolitana de Santiago,2,Capital City,Millennial,0.35070077,0.28473726
20735,Masculino,54,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.615253,0.2809906
20736,Masculino,38,Metropolitana de Santiago,7,Capital City,Millennial,0.5452188,0.21800567
20737,Masculino,25,Metropolitana de Santiago,6,Capital City,Generation Z,0.7838722,0.22732094
20738,Masculino,69,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.7195343,0.20705873
20739,Femenino,22,Metropolitana de Santiago,2,Capital City,Generation Z,0.26738364,0.25441274
20740,Femenino,28,Metropolitana de Santiago,0,Capital City,Millennial,0.32676792,0.26523158
20741,Masculino,32,Metropolitana de Santiago,3,Capital City,Millennial,0.32775712,0.2849354
20742,Femenino,28,Metropolitana de Santiago,0,Capital City,Millennial,0.30663943,0.36538145
20743,Masculino,26,Metropolitana de Santiago,3,Capital City,Millennial,0.38386667,0.43350887
20744,Masculino,47,Metropolitana de Santiago,3,Capital City,Generation X,0.42053366,0.42525676
20745,Masculino,45,Los Ríos,4,Region,Generation X,0.2872585,0.37409538
20746,Masculino,34,Biobío,10,Region,Millennial,0.647886,0.2876768
20747,Masculino,45,Biobío,6,Region,Generation X,0.56112796,0.24167603
20748,Femenino,45,Biobío,2,Region,Generation X,0.5867536,0.24963638
20749,Masculino,32,Metropolitana de Santiago,7,Capital City,Millennial,0.8471834,0.48582748
20750,Femenino,45,Metropolitana de Santiago,1,Capital City,Generation X,0.7215027,0.2704466
20751,Masculino,39,O'Higgins,3,Region,Generation X,0.47294927,0.25336984
20752,Masculino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.4643854,0.25919038
20753,Masculino,21,Metropolitana de Santiago,4,Capital City,Generation Z,0.4898897,0.26349708
20754,Masculino,34,Metropolitana de Santiago,10,Capital City,Millennial,0.72586286,0.24625331
20755,Masculino,56,Los Lagos,6,Region,Baby Boomer,0.63165855,0.25258625
20756,Masculino,32,Metropolitana de Santiago,3,Capital City,Millennial,0.32665431,0.28645772
20757,Femenino,55,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.6874094,0.31246227
20758,Femenino,57,Valparaíso,0,Region,Baby Boomer,0.39434886,0.20426987
20759,Femenino,26,Coquimbo,4,Region,Millennial,0.52486175,0.24353169
20760,Masculino,25,Biobío,7,Region,Generation Z,0.5892019,0.39857423
20761,Masculino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.37379518,0.27535567
20762,Masculino,34,Metropolitana de Santiago,6,Capital City,Millennial,0.7872001,0.2650415
20763,Femenino,23,Metropolitana de Santiago,4,Capital City,Generation Z,0.48744828,0.25422293
20764,Masculino,46,Metropolitana de Santiago,6,Capital City,Generation X,0.55252916,0.20106144
20765,Femenino,40,Metropolitana de Santiago,3,Capital City,Generation X,0.780577,0.3189049
20766,Femenino,41,Metropolitana de Santiago,2,Capital City,Generation X,0.2856038,0.26394653
20767,Masculino,25,Valparaíso,6,Region,Generation Z,0.3222631,0.50718933
20768,Femenino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.36721694,0.25535068
20769,Masculino,33,Metropolitana de Santiago,7,Capital City,Millennial,0.7536494,0.37967905
20770,Femenino,29,Aysén,7,Region,Millennial,0.7472539,0.3225872
20772,Femenino,35,Metropolitana de Santiago,6,Capital City,Millennial,0.34286836,0.2772865
20773,Masculino,54,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.87418306,0.18506274
20774,Femenino,50,Valparaíso,9,Region,Generation X,0.6694443,0.29852057
20775,Masculino,24,Metropolitana de Santiago,7,Capital City,Generation Z,0.601267,0.39539006
20776,Femenino,32,Metropolitana de Santiago,1,Capital City,Millennial,0.42084783,0.3860345
20777,Masculino,40,Metropolitana de Santiago,2,Capital City,Generation X,0.38752624,0.2587299
20778,Masculino,33,Biobío,10,Region,Millennial,0.48164704,0.33121276
20779,Femenino,32,Valparaíso,3,Region,Millennial,0.29504862,0.2540937
20780,Femenino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.37026525,0.28492233
20781,Femenino,49,Metropolitana de Santiago,2,Capital City,Generation X,0.50447905,0.46901304
20782,Masculino,69,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.77632654,0.15297508
20783,Femenino,43,Metropolitana de Santiago,2,Capital City,Generation X,0.3908052,0.3602118
20784,Masculino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.46576205,0.28261217
20785,Masculino,35,Metropolitana de Santiago,8,Capital City,Millennial,0.5085885,0.23705459
20786,Masculino,60,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.578699,0.42851937
20787,Femenino,32,Metropolitana de Santiago,7,Capital City,Millennial,0.45530128,0.29172507
20788,Femenino,25,Metropolitana de Santiago,4,Capital City,Generation Z,0.28934982,0.27334243
20789,Masculino,30,Metropolitana de Santiago,6,Capital City,Millennial,0.47097054,0.22061005
20790,Femenino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.7055003,0.64063126
20791,Femenino,41,Metropolitana de Santiago,7,Capital City,Generation X,0.80330706,0.46867105
20792,Masculino,55,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.73824596,0.31748375
20793,Masculino,52,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.7868384,0.18922278
20794,Masculino,32,Metropolitana de Santiago,8,Capital City,Millennial,0.6855749,0.2658068
20795,Femenino,38,Metropolitana de Santiago,7,Capital City,Millennial,0.8064649,0.48631054
20796,Femenino,33,Metropolitana de Santiago,3,Capital City,Millennial,0.4454636,0.45706254
20797,Masculino,70,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.8456957,0.27791762
20798,Masculino,23,Metropolitana de Santiago,7,Capital City,Generation Z,0.43441632,0.35395482
20799,Masculino,34,Valparaíso,4,Region,Millennial,0.25615034,0.21959919
20800,Masculino,38,Metropolitana de Santiago,7,Capital City,Millennial,0.75728214,0.2839659
20801,Masculino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.4265741,0.19122116
20802,Masculino,36,Los Lagos,7,Region,Millennial,0.6300142,0.26910135
20803,Masculino,23,Metropolitana de Santiago,2,Capital City,Generation Z,0.3562572,0.2745795
20804,Masculino,52,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.34803227,0.32458067
20805,Masculino,33,Metropolitana de Santiago,0,Capital City,Millennial,0.37360808,0.32143858
20806,Femenino,23,Metropolitana de Santiago,7,Capital City,Generation Z,0.76096755,0.23625532
20807,Masculino,37,Metropolitana de Santiago,7,Capital City,Millennial,0.7531587,0.49398786
20808,Femenino,25,O'Higgins,6,Region,Generation Z,0.5425258,0.30904478
20810,Femenino,34,Metropolitana de Santiago,7,Capital City,Millennial,0.6942924,0.22574769
20811,Masculino,18,Metropolitana de Santiago,7,Capital City,Generation Z,0.67355645,0.5184853
20812,Masculino,30,Metropolitana de Santiago,2,Capital City,Millennial,0.46937272,0.27107212
20813,Masculino,25,Metropolitana de Santiago,10,Capital City,Generation Z,0.80548656,0.36857516
20814,Masculino,61,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.48540935,0.2790357
20815,Masculino,46,Metropolitana de Santiago,3,Capital City,Generation X,0.34082115,0.29647177
20816,Femenino,46,Metropolitana de Santiago,6,Capital City,Generation X,0.7231349,0.29753548
20818,Masculino,48,Los Lagos,6,Region,Generation X,0.39745802,0.2995394
20819,Masculino,21,Metropolitana de Santiago,7,Capital City,Generation Z,0.6756855,0.23034108
20820,Femenino,44,Metropolitana de Santiago,2,Capital City,Generation X,0.3192835,0.27009246
20821,Masculino,32,Biobío,0,Region,Millennial,0.3703075,0.23041528
20822,Femenino,35,Metropolitana de Santiago,0,Capital City,Millennial,0.3036282,0.362898
20823,Femenino,64,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.7535719,0.29001462
20824,Masculino,25,Metropolitana de Santiago,4,Capital City,Generation Z,0.35910594,0.30796167
20825,Femenino,37,Metropolitana de Santiago,0,Capital City,Millennial,0.3303893,0.23964362
20826,Femenino,25,Biobío,4,Region,Generation Z,0.4764746,0.22619247
20827,Femenino,24,Valparaíso,2,Region,Generation Z,0.4176301,0.24847168
20828,Masculino,24,Valparaíso,2,Region,Generation Z,0.43298206,0.29273018
20829,Masculino,42,Metropolitana de Santiago,2,Capital City,Generation X,0.29836786,0.26702818
20830,Femenino,60,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.5532448,0.2574243
20831,Masculino,39,Metropolitana de Santiago,0,Capital City,Generation X,0.31309617,0.25333542
